,Q3A,Q5A,Q10A,Q13A,Q16A,Q17A,Q21A,Q24A,Q26A,Q31A,Q34A,Q37A,Q38A,Q42A,Extraverted-enthusiastic,Critical-quarrelsome,Dependable-self_disciplined,Anxious-easily upset,Open to new experiences-complex,Reserved-quiet,Sympathetic-warm,Disorganized-careless,Calm-emotionally_stable,Conventional-uncreative,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screensize,hand,religion,orientation,race,voted,married,familysize,AgeGroups,Condition
2130,1,1,1,1,0,0,1,1,1,2,0,2,0,1,3,5,5,6,5,6,5,5,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,2,1,16,2,1,6,1,60,2,1,4,1,0
387,2,1,3,2,1,3,3,3,3,3,2,3,3,2,3,3,3,6,5,5,7,4,1,5,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,3,2,2,22,1,0,1,1,70,1,1,5,3,2
8339,3,2,3,3,3,3,1,3,3,3,3,2,3,3,7,7,6,7,7,7,6,7,7,7,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,2,1,2,22,1,1,10,5,70,2,1,2,3,2
19423,2,1,1,0,1,3,1,0,0,0,1,0,1,0,5,6,7,5,7,7,7,5,6,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,1,20,1,1,10,1,10,2,1,7,2,0
33992,1,1,1,1,1,2,1,1,0,1,1,1,1,1,5,2,4,6,5,5,5,5,5,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,30,1,2,6,1,10,2,1,5,3,1
8137,0,0,1,0,1,0,0,3,1,0,3,0,0,0,3,2,7,5,5,6,6,5,5,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,3,2,2,20,1,1,10,5,10,0,1,5,2,0
6474,0,1,1,1,0,1,0,0,1,0,1,0,0,0,5,3,6,5,4,6,4,2,7,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,20,1,1,10,5,10,2,1,3,2,0
30455,1,1,2,1,2,1,0,2,0,3,2,0,1,1,1,5,5,5,5,5,2,4,2,7,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,2,25,1,1,10,4,10,2,1,10,3,1
20295,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,4,4,5,7,6,4,5,6,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,2,1,21,1,1,10,0,10,2,1,6,2,0
10774,0,1,0,1,0,1,0,0,1,0,0,0,0,1,5,6,7,6,5,6,7,3,4,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,2,1,2,1,25,2,1,4,1,60,1,2,2,3,0
6111,2,1,1,3,2,3,2,1,0,2,3,1,2,2,5,4,7,6,3,3,7,7,2,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,2,2,14,1,2,4,2,10,2,1,1,1,2
28573,1,1,1,1,1,1,1,3,1,1,1,1,1,1,6,4,3,7,2,6,6,5,4,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,3,1,14,1,1,2,5,70,2,1,1,1,1
5565,1,2,1,1,1,1,1,1,1,1,2,2,1,1,5,6,0,5,5,5,5,6,3,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,1,2,2,21,1,1,10,3,10,2,1,5,2,1
6734,2,2,1,3,3,2,2,0,2,2,3,1,2,1,3,6,5,7,7,1,7,6,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,18,1,1,4,1,10,2,1,4,2,2
25380,3,2,1,1,1,1,0,1,1,2,1,1,0,1,5,4,6,6,4,5,7,5,3,5,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,1,2,1,20,1,1,10,2,10,2,1,4,2,1
7236,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,5,5,4,3,5,5,6,6,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,17,1,1,10,1,10,2,1,5,2,0
1931,2,2,3,3,3,2,2,3,2,2,3,2,1,2,5,4,5,6,5,4,5,4,2,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,1,39,1,3,12,1,60,2,3,4,4,2
39,0,1,0,0,1,0,0,0,1,0,0,0,0,1,5,6,6,2,7,4,3,5,5,2,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,2,3,1,2,26,1,2,7,1,60,1,1,3,3,0
21411,0,1,2,1,0,1,0,1,1,1,0,1,0,1,5,1,6,6,6,2,6,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,1,23,1,1,10,2,10,1,1,9,3,0
15673,1,2,0,1,3,0,0,2,1,2,0,1,0,3,3,2,5,1,7,3,5,6,7,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,3,1,22,2,1,2,5,10,2,1,2,3,1
9218,1,3,2,2,2,1,1,3,2,3,1,3,2,3,1,5,5,5,7,7,2,5,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,1,20,1,1,2,2,50,2,1,3,2,2
32268,0,1,1,2,0,1,3,0,1,1,1,2,2,1,7,5,5,5,6,4,5,3,4,5,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,2,2,2,20,1,1,2,1,60,1,1,3,2,1
6710,1,1,2,2,1,2,3,1,3,1,3,1,3,3,6,6,6,6,4,1,4,6,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,19,1,1,10,1,10,2,1,1,2,2
4220,3,3,3,3,3,3,3,3,3,3,3,3,2,3,6,4,4,7,5,6,3,2,5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,1,18,1,1,7,1,60,2,1,1,2,2
15611,0,2,1,1,0,3,0,0,3,0,3,1,1,2,2,3,6,6,5,7,7,7,4,3,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,1,2,1,49,1,1,1,1,60,1,2,3,5,1
9021,3,2,3,3,1,3,3,0,3,3,2,2,3,0,1,7,6,7,6,7,5,4,2,7,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,3,2,2,13,1,1,10,4,10,2,1,7,1,2
6160,1,1,2,1,1,3,2,1,2,1,2,2,1,1,6,2,6,4,5,3,5,6,6,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,2,1,20,1,1,10,0,10,2,1,4,2,2
10935,1,2,2,2,2,3,2,2,2,2,3,2,2,3,2,2,2,3,6,5,7,5,3,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,3,1,16,1,1,7,4,60,2,1,1,1,2
4592,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,7,7,7,7,6,7,1,7,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,1,2,16,1,1,4,1,70,2,1,2,1,2
5803,1,2,1,3,1,3,1,1,2,1,3,2,1,2,4,5,5,5,5,7,6,5,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,14,1,2,10,1,10,2,1,4,1,2
7457,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,5,5,5,5,3,5,5,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,19,1,1,4,1,10,2,1,3,2,0
11576,1,1,1,1,3,1,1,1,2,2,1,1,1,2,1,1,6,7,2,7,6,2,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,1,2,35,2,1,4,1,10,2,3,2,3,1
7029,0,0,0,1,3,0,0,1,1,1,0,0,0,1,7,7,2,5,7,2,7,7,5,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,20,1,1,10,1,70,2,1,5,2,0
4946,2,1,1,3,2,3,3,1,2,2,1,2,3,2,6,5,2,7,4,1,4,7,1,6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,16,1,1,10,1,10,2,1,1,1,2
1580,0,3,3,1,3,3,3,2,2,2,3,2,3,3,1,4,6,2,1,7,5,4,7,7,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,1,1,21,2,2,1,1,70,2,1,3,2,2
12865,1,0,1,2,1,1,0,1,1,0,1,0,1,2,2,6,7,5,7,5,2,6,2,7,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,18,2,1,1,1,60,2,1,2,2,0
19649,0,2,2,3,1,1,1,1,0,0,0,0,0,1,4,4,6,4,5,4,5,4,5,5,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,4,3,2,2,22,1,2,10,5,10,1,1,4,3,0
13083,1,1,1,1,1,1,1,1,2,0,0,1,1,2,4,6,3,6,3,5,5,4,4,3,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,2,2,1,1,17,2,1,4,1,60,2,1,4,2,1
20624,0,0,0,0,1,1,1,0,0,0,0,0,0,1,6,6,5,4,5,2,6,5,4,4,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,24,1,1,10,5,10,2,1,4,3,0
13537,1,1,3,2,1,3,0,1,2,2,2,2,0,3,1,2,1,6,3,5,2,6,2,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,2,23,1,1,1,4,70,2,1,2,3,2
6856,1,3,3,2,3,3,3,3,3,3,2,3,3,3,2,4,1,6,7,4,4,7,3,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,21,1,1,10,1,70,2,1,4,2,2
29921,1,2,2,2,0,1,0,1,1,1,3,2,0,1,4,4,4,4,4,4,4,4,4,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,38,2,1,3,1,10,1,2,0,4,1
35455,2,1,1,2,1,1,1,2,2,2,1,1,1,2,5,4,3,6,5,3,5,5,2,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,1,2,16,1,2,10,1,10,2,1,2,1,1
19247,0,0,1,1,0,2,1,1,1,0,2,0,1,2,6,5,6,5,5,5,7,3,5,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,2,2,2,2,22,1,1,10,3,10,1,1,0,3,0
4020,0,3,2,2,3,2,0,2,2,2,2,0,0,2,4,2,5,6,7,4,7,7,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,3,2,1,2,33,1,1,4,1,70,1,1,5,3,2
4348,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,6,1,2,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,1,13,1,1,2,5,60,2,1,4,1,2
5827,0,0,0,1,1,0,0,0,1,2,0,0,0,1,4,4,4,5,5,6,5,5,3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,2,20,1,1,10,0,10,2,1,6,2,0
8238,3,2,3,3,1,2,3,3,1,1,3,0,0,2,2,6,2,6,4,5,5,5,2,4,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,2,2,2,1,20,1,1,10,5,60,2,1,4,2,2
6859,1,1,0,3,3,0,1,1,1,3,1,0,1,3,6,4,7,4,7,7,7,1,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2,2,22,1,1,10,1,10,2,1,3,3,1
17245,0,1,0,1,1,1,1,0,1,0,1,0,0,0,7,5,5,4,7,2,7,7,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,19,2,1,10,1,70,2,1,4,2,0
7270,1,2,2,2,1,1,1,2,3,1,1,1,1,2,4,5,6,7,3,6,6,6,5,7,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,18,1,1,10,0,10,2,1,5,2,2
14399,1,1,1,2,1,1,0,1,1,1,1,1,0,1,5,7,4,7,5,1,3,4,4,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,2,1,13,2,1,4,5,60,2,1,1,1,0
13290,2,3,2,2,2,3,1,2,1,2,3,0,0,3,2,7,5,2,5,4,3,6,2,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,18,1,2,1,4,60,2,1,5,2,2
35649,1,0,2,2,3,0,2,2,1,2,0,1,1,3,2,3,3,5,6,7,4,2,5,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,2,31,1,1,8,2,70,2,1,1,3,1
8725,1,1,0,3,3,3,2,2,3,2,2,0,1,3,7,4,7,7,7,5,5,4,5,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,16,1,1,10,5,10,2,1,4,1,2
24958,1,1,2,1,3,1,1,1,1,1,2,2,2,1,5,5,4,6,7,5,7,5,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,21,2,1,10,0,10,0,1,5,2,1
1620,1,2,3,2,2,1,2,2,2,2,1,2,2,2,3,4,3,6,1,2,2,1,5,7,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,2,1,2,31,2,1,4,1,60,2,2,4,3,2
1498,0,0,1,1,1,1,1,2,3,1,2,1,1,2,1,4,2,7,5,7,4,6,2,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,20,1,2,10,1,70,2,1,3,2,1
11561,0,1,1,3,1,0,3,0,1,0,1,1,3,3,4,7,6,7,4,3,1,3,7,4,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,3,2,2,1,22,2,1,2,1,10,1,1,2,3,1
26796,1,1,1,2,1,1,1,1,1,1,1,2,1,1,5,6,5,6,3,3,7,5,2,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,21,1,1,10,1,10,2,1,5,2,1
5618,1,2,2,2,1,3,1,0,2,1,3,2,3,1,6,7,7,6,4,5,6,2,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,3,2,1,21,1,1,10,4,70,2,1,4,2,2
3718,2,3,3,3,3,2,3,2,3,3,3,3,3,3,2,6,3,6,5,5,1,2,3,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,3,2,1,2,42,1,1,2,1,60,2,2,4,4,2
30175,2,1,1,1,1,0,0,2,3,1,0,2,0,2,5,3,4,6,5,5,5,4,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,2,2,1,16,2,2,4,1,60,2,1,2,1,1
36840,1,0,0,3,0,3,2,2,1,1,3,0,1,2,5,6,7,7,5,1,6,7,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,20,1,1,10,5,10,1,1,6,2,1
26345,1,3,0,2,0,2,3,1,2,1,2,0,2,0,7,7,7,7,5,7,7,4,4,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,19,1,1,10,5,10,2,1,4,2,1
11568,0,2,0,1,0,1,1,1,2,1,1,0,0,1,3,2,5,5,6,7,5,3,3,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,18,1,1,12,1,60,2,1,4,2,0
20272,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,5,6,5,3,5,6,7,5,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,2,2,1,13,2,1,4,5,10,2,1,3,1,0
12628,0,0,1,1,0,1,1,1,1,0,1,1,1,1,7,2,7,5,7,2,7,1,3,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,2,3,1,1,63,2,1,7,1,60,1,3,2,5,0
9378,0,1,2,0,1,0,1,2,0,0,1,2,2,2,5,6,3,2,6,5,6,5,5,6,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,2,1,2,19,1,1,10,1,10,2,1,4,2,1
5300,3,3,3,3,2,3,3,3,3,3,3,3,3,3,7,1,1,7,1,7,1,7,1,7,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,1,2,2,22,1,1,10,1,70,2,1,4,3,2
35974,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,5,3,3,5,6,4,6,3,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,0,1,1,29,1,2,4,1,60,2,1,3,3,1
13270,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,6,1,5,1,7,5,6,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,15,2,1,6,1,60,2,1,3,1,0
11555,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,7,5,5,5,7,5,5,1,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,2,25,2,1,10,1,10,2,1,7,3,2
15303,0,0,2,2,1,2,1,1,3,1,2,1,1,2,5,4,6,6,7,6,6,4,5,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,2,15,2,1,12,1,60,2,1,1,1,1
16600,1,0,0,2,2,2,3,1,2,0,1,2,2,2,3,4,6,3,5,4,7,4,6,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,1,2,20,1,1,10,3,10,2,1,2,2,1
983,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,7,1,7,1,7,1,7,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,1,37,1,1,10,0,10,1,2,4,4,2
13379,2,2,2,3,1,1,1,2,2,3,1,0,1,2,1,1,5,5,6,5,7,5,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,2,2,21,1,1,7,1,60,2,1,4,2,2
6622,3,2,3,3,3,2,3,3,3,3,3,3,3,2,2,4,5,5,4,4,4,6,1,6,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,19,1,2,10,1,10,2,1,12,2,2
3234,2,3,3,3,2,3,2,2,3,2,3,3,2,3,2,5,1,7,6,3,7,6,1,3,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,3,1,1,1,52,2,1,6,1,60,1,2,4,5,2
8630,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,5,1,5,2,5,3,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,2,2,21,1,1,10,1,70,2,1,1,2,0
15510,1,2,1,1,3,1,1,2,1,1,1,1,1,3,1,2,4,5,5,6,4,3,3,4,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,3,2,2,1,28,1,1,9,3,60,1,1,2,3,1
17201,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,2,5,4,1,2,5,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,20,1,1,10,2,10,2,1,9,2,0
18893,0,2,0,1,0,1,0,1,1,0,0,0,0,0,2,3,5,5,4,6,7,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,2,17,1,1,6,1,10,2,1,2,2,0
5325,2,2,2,2,1,3,2,2,3,3,3,3,2,2,2,5,3,7,3,6,5,4,3,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,17,1,1,4,1,10,2,1,3,2,2
223,1,1,1,2,2,3,1,1,2,1,2,2,2,1,2,5,5,5,4,6,4,2,3,2,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,3,2,2,19,1,1,4,2,70,2,1,3,2,2
34824,1,1,2,2,2,3,0,0,1,0,1,0,1,1,4,6,6,7,6,5,7,4,2,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,2,17,1,1,4,1,70,2,1,1,2,1
1153,2,1,3,3,3,3,3,1,2,2,2,3,3,1,4,7,2,7,7,1,3,7,1,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,1,2,22,1,1,2,1,10,1,1,2,3,2
13612,0,1,2,1,0,2,1,1,1,1,0,1,0,3,2,5,5,6,6,3,5,4,3,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,4,2,1,1,42,1,1,5,1,60,2,2,5,4,1
1019,3,1,3,3,3,3,3,3,3,3,3,1,3,1,5,1,5,1,6,6,7,1,5,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,3,2,1,18,2,1,6,2,10,2,1,2,2,2
13242,2,3,2,3,2,3,1,2,3,1,3,2,2,3,6,5,4,5,7,5,7,6,3,4,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,2,2,1,16,1,1,12,2,60,2,1,4,1,2
20479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,6,2,5,6,6,1,6,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,2,3,2,2,22,2,1,10,1,10,2,1,5,3,0
1517,0,1,2,1,1,1,0,1,1,0,2,1,1,0,5,1,6,4,6,3,7,1,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,3,2,1,34,1,1,10,0,70,1,2,8,3,0
7331,1,2,3,3,3,3,3,1,3,1,3,1,2,3,4,3,5,4,6,6,6,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,18,1,1,10,1,10,2,1,5,2,2
8834,3,0,0,0,0,0,0,1,0,1,0,0,0,0,7,2,7,1,4,1,1,2,2,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,3,3,2,2,21,1,1,10,1,10,1,1,4,2,0
22360,1,2,1,1,1,0,1,1,2,1,1,1,1,2,2,6,6,6,7,4,6,5,4,2,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,3,2,1,2,29,1,1,10,1,10,2,2,5,3,1
25772,1,1,3,2,3,0,0,1,3,1,0,1,0,2,7,1,7,6,5,6,6,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,42,1,1,10,0,70,1,3,3,4,1
4737,2,1,1,3,1,2,0,1,2,1,3,1,0,1,3,1,7,7,7,7,7,7,4,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,16,1,1,10,0,10,2,1,3,1,1
13732,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,7,5,5,6,4,5,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,2,22,1,1,7,1,10,2,1,3,3,2
8683,0,0,0,1,1,0,0,2,1,1,1,1,0,2,2,4,6,7,6,7,4,3,3,4,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,3,2,2,22,1,2,10,1,10,2,1,3,3,0
10285,1,1,0,2,1,3,0,0,1,0,0,0,0,1,5,1,7,5,7,3,7,1,5,2,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,2,1,2,1,28,1,1,7,1,60,2,2,2,3,0
20144,0,0,1,0,0,1,1,0,0,0,1,1,1,1,6,6,6,4,6,4,6,4,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,1,2,19,1,1,10,1,10,2,1,2,2,0
13020,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,6,7,2,7,6,1,3,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,18,1,1,7,1,30,2,1,1,2,2
29677,1,1,1,1,1,1,1,1,2,2,1,1,1,0,3,2,5,2,2,6,6,5,5,3,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3,2,2,2,22,1,1,10,1,70,2,1,6,3,1
5668,1,1,1,3,1,2,1,1,1,1,2,1,1,1,5,4,4,6,5,5,5,6,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,18,1,1,10,4,10,2,1,2,2,1
7306,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,4,5,5,5,5,4,4,5,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,21,1,1,10,1,10,2,1,3,2,0
29575,1,2,1,2,1,1,1,2,2,1,1,1,1,1,5,5,6,5,6,2,6,3,4,2,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,2,1,2,1,47,1,1,5,1,60,1,3,5,4,1
21371,0,1,1,1,1,0,0,3,2,1,0,0,0,1,5,1,4,5,7,5,5,1,3,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,2,29,1,1,10,5,10,2,2,1,3,0
2140,2,3,3,3,3,3,3,3,3,3,3,2,3,3,5,3,5,7,2,6,6,7,1,6,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,3,2,2,1,29,1,2,2,1,60,1,2,2,3,2
27124,1,1,1,2,1,2,1,0,1,2,1,1,1,1,4,3,4,5,6,5,4,5,4,6,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,1,1,21,1,1,10,2,10,2,1,3,2,1
9124,1,1,1,1,1,1,1,1,1,2,1,1,1,2,5,5,6,4,5,5,4,6,2,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,2,2,2,16,1,1,10,4,10,2,1,4,1,1
4855,1,1,3,3,1,3,1,3,1,1,3,1,3,1,4,1,5,6,4,4,5,5,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,2,2,2,26,1,1,10,5,10,2,1,8,3,2
27726,1,0,2,2,2,1,0,1,2,2,3,2,0,0,5,1,7,5,6,6,7,5,6,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,1,2,1,63,2,1,4,1,60,1,3,2,5,1
4537,2,2,2,2,1,2,2,2,2,3,2,1,2,2,7,6,6,7,6,1,5,3,2,4,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,3,2,1,15,1,1,1,1,70,2,1,4,1,2
7711,2,1,2,3,1,1,1,2,2,1,3,1,2,1,4,3,7,5,5,4,0,7,5,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,21,1,1,10,1,10,2,1,8,2,2
5529,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,1,1,1,2,1,2,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,21,1,1,10,1,10,2,1,11,2,0
36537,1,1,3,3,1,1,1,1,1,0,1,1,3,1,2,1,5,7,6,1,3,1,6,5,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,2,1,2,1,21,1,1,10,0,70,2,0,5,2,1
3913,2,3,3,3,3,3,3,2,3,2,3,3,3,3,2,6,1,7,2,7,5,6,1,6,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,3,1,1,14,1,3,1,4,60,2,1,2,1,2
2096,1,2,0,2,0,2,0,2,1,1,1,1,1,2,6,5,6,3,6,7,4,6,7,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,2,44,1,1,12,1,70,2,3,2,4,1
2721,1,3,3,2,3,2,1,2,1,1,3,3,2,3,2,7,1,7,4,7,5,7,3,4,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,3,3,1,17,2,1,2,5,60,2,1,2,2,2
4964,0,1,0,1,0,0,0,1,0,1,0,0,0,0,4,4,5,5,5,5,5,6,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,18,1,1,10,0,10,2,1,5,2,0
4562,2,3,3,2,3,3,3,3,3,2,3,3,3,3,2,1,5,7,5,7,7,0,5,3,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,2,1,20,1,1,6,2,30,2,1,3,2,2
